date,hour,activity,workout,keywords,time,i0,i1,i2,i3,i4,i5,distance(km),climb(m),intensity,t-intensity,ahr,mhr,controls,spiked,rhr,sleep,weight(kg),injured,sick,restday,shoes,route,description,private note
2014-08-04,18,Running,,,01:06:37,00:00:27,00:01:11,00:02:12,00:50:10,00:12:37,,14.086,78.0,3.1,,147,159,,,,,,,,,Mizuno Aero 9,,"Heikko lenkki. Selkä ja kaikki nivelet ja lihakset jumissa. Pari pysähdystä huoltojoukkojen tukemana, ilman niitä olisin joutunut varmaan kävelemään. Voimistelu alkaa huomenna.",
2014-08-05,12,Yoga,,,00:25:00,,,,00:25:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Aloitin voimistelun kuten lupasin. Todella sairaan tuntuista, enkä tohtinut tehdä paljoa aurinkotervehdyksiä enempää.",
2014-08-06,,body building,,,00:10:00,,,,00:10:00,,,,,3.0,,,,,,,,,,,,,,Aloitin puistossa dippien tekemisen. En saanut yhtään kun roikuin. Tuettuna tein muutamia sarjoja. Aika pohjalla ollaan.,
2014-08-07,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"Heitän haisevat ja hyvin palvelleet mizuno wave aero 9 roskiin kuun vaihteessa muuton yhteydessä ja ostan uudet.

<table  align=""left"">
<tr>
<th>name</th>
<th>date new </th>	
<th>kilometres</th>
<th>Total time</th>
<th>climb</th>
<th>sessions </th>
</tr>
<tr>
<td>Mizuno Aero 9</td>
<td>01/04/12 </td>
<td>994.7</td>
<td>84:03:37</td>
<td>12352</td>
<td>95</td>
</tr>
</table>

</br>

<b>Asiantuntevia suosituksia otetaan vastaan!!</b> Käyttötarkoitus on satunnaista juoksentelua metsäpoluilla ~500km vuodessa tms. mitä vaaditaan veteraanisarjoissa pärjäämiseen.",
2014-08-08,19,Running,,,01:46:45,00:00:12,00:00:08,00:02:51,01:19:45,00:23:49,,20.506,238.0,3.19,,148,171,,,,,,,,,Mizuno Aero 9,,"Tonni täyteen mizunoilla. Ajattelin että juoksen alle 140 keskisykkeellä alle 5:n vauhtia, siis ns. tantrajuoksua. En onnistunut ja hyydyin 15km jälkeen pahasti. Lihaskipuja ja nestehukkaa. Ois pitänyt juoda etukäteen tai suunnitella juomarasti matkalle. Näin matkan varrella avokalliomaastossa alastomia miehiä sojottavine kikkeleineen.",
2014-08-08,18,Running,,,,,,,,,,,,0.0,,151,186,,,,,,,,,,,,
2014-08-10,15,cycling,,,01:57:15,00:05:03,00:27:27,00:48:03,00:36:35,00:00:07,,49.842,402.0,1.99,,123,156,,,,,,,,,Bike: Rossano-fixed gear42*16,,Kevyttä veivaamista velipojan kanssa. Karhusaaressa varallisuus oli rohkeasti esillä.,
2014-08-10,18,body building,,,00:15:00,,,,00:15:00,,,,,3.0,,,,,,,,,,,,,,"Leukoja ja dippejä Mustikkamaan muscle beachillä.

<img src=""http://www.ironcompany-fitness-news.com/wp-content/uploads/2013/01/arnoldfranco.jpg""/>",
2014-08-10,18,Running,,,,,,,,,,,143.0,0.0,,147,183,,,,,,,,,,,,
2014-08-11,13,cycling,,,02:24:28,,,,02:24:28,,,59.32,301.0,3.0,,,,,,,,,,,,Bullitt cargo,,"Keravalle sukuloimaan. Mennessä kallis lasti, paluumatkalla vaan tyhjä pyörä. Paluumatkalla vähän urutin. Siinä ois kaupungin muut bullitt-kuskit olleet tiukilla. Mennessä harmillinen rengasrikko, mutta onneksi oli varakumi mukana. Ei tarvinnut soitella perheenjäseniä apuun.
",
2014-08-14,16,cycling,,,01:04:20,,,,01:04:20,,,29.074,130.0,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Alkulämmittely Keravan Keinukalliolle. Ois ollu keskari yli 30, mutta meni aikaa älypuhelimen areenaa säätäessä. kuuntelin startup-ohjelmaa niinku Stubb ois kuunnellu.",
2014-08-14,18,Running,,,00:06:50,,,,00:06:50,,,1.509,12.0,3.0,,,,,,,,,,,,INOV-8 OROC-280,,Lämmittelyt lähtöpaikalle,
2014-08-14,18,Orienteering,,,01:01:00,,,,,01:01:00,,7.0,49.0,4.0,,,,,,,,,,,,INOV-8 OROC-280,,"Seiskan rata Keski-Uusimaa -rasteilla. Eka kerta ikämiehenä ja jukolan jälkeen mettässä. Yllättävän mukava juosta. Jalat vahvat mutta kömpelöt. Aikamoinen pusikko. Tästä alkaa rakentaminen kohti syssyä.

Ja löytyy myös vanha kunnon doma: http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=316",
2014-08-19,9,Running,,,01:22:09,,,,01:22:09,,,17.407,85.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Maisemien kattelua ja maalaisten tietoyhteiskuntavalmiusasioiden hoitoa. Oli hirveä keli, isoisä ja poika seurasivat bullittilla. Oma juoksu parempaa, selkä tutun juminen. Päivittäinen voimistelu auttanut vähän.",
2014-08-21,18,Running,,,01:29:24,,,,00:29:24,01:00:00,,18.353,264.0,3.67,,,,,,,,,,,,Nike Wildhorse 2,,"Eka lenkki wildhorseilla. Maagiset kengät. Maha oli Haikon heikoista kasvisruuista pullollaan, mutta pudottelin vähän reippaammin ku oli selvää baanaa. Välillä hakeuduin teknisille poluille, joille wildhorse on tehty. Niillä kyllä vj:t on toistaiseksi parhaat, mutta kuntopolulla nää on nopeat ja mukavat.",
2014-08-22,7,Running,,,00:56:35,,,,00:56:35,,,10.556,146.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,"Aamulenkki Porvoon kaupungin suuntaan. Hieno aamu, mutta heikko kulku. Kartanon kasvisdinneri oli karmea: riisiä ja pari surkeaa kanttarellin raatoa. Yön aikana palautumista ei ollut tapahtunut.",
2014-08-23,21,cycling,,,01:14:28,,,,01:14:28,,,29.436,240.0,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Eka lamppulenkki Paloheinän suuntaan. Etittiin pimeitä reitteja ja kun löydettiin hyvännäkönen levee polku, niin lähin pommittaan täysiä ja tietty ekasta juurakosta lähti pyörä lentoon ja lensin ties miten maahan. Oikea polvi otti kovimman iskun, mutta tuskin mitään  meni rikki. Piesty olo näin suihkun jälkeen. Etenkin kun paluumatkan satoi ihan kaatamalla kylmää vettä.

Stadikan ohi ku ajettiin niin cheek just kiitti Jonnea.",
2014-08-28,19,Running,,,00:35:48,,,,,00:35:48,,7.716,81.0,4.0,,,,,,,,,,,,Nike Wildhorse 2,,"Vähän reippaampi iltalenkki. Neljä kilsaa lentoa, viiden kohdalla bonk, mutta kuudesta eteenpäin taas kulki. Niket on omituiset kengät. Jotenkin potkii persiisiin. Taas on persposket hellinä huomenna, luulen.",
2014-09-01,19,Running,,,00:25:00,,,,00:25:00,,,5.0,,3.0,,,,,,,,,,,,Nike Wildhorse 2,,muuttohommia.. fillareita hakemassa sörkasta. selkä hajalla muutosta ja juoksu aika heikkoa.,
2014-09-03,19,Running,,trails,01:17:14,,,,01:17:14,,,14.18,147.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,Muutosta palauttava (henkisesti ja fyysisesti) leppoisa lenkki kotipihalta kotipihalle. Näin hyvillä mestoilla en ole asunut sitten Jyväskylän Runkotien. Selkä ei oo kisakunnossa. Pitäis voimistella.,
2014-09-06,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,"lunssaa, kurkku ja selekä kipiät",
2014-09-07,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2014-09-10,15,Running,,,01:18:15,,,,01:18:15,,,22.613,129.0,3.0,,,,,,,,,,,,Bullitt cargo,,"Haettiin kajakki monosen kanssa.

<img src=""http://kapsi.fi/muuankarski/kuvat/misc/kajakki_bullitt.jpg"" width=""600px"" />",
2014-09-11,,Running,,,00:25:00,,,,00:25:00,,,5.0,,3.0,,,,,,,,,,,,Nike Wildhorse 2,,Aamulenkki ennen palaveria eräässä suomalaisen hyvinvointivaltion tukipilareista. ekan vartin aikana näin 1 ihmisen. sitten tuli jono pyöräilijöitä. homokallioilla oli liukasta ja hiljaista. Sateesta johtuen.,
2014-09-16,18,Running,,,00:58:24,,,,00:58:24,,,12.222,107.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,"iltalenkki. Samalla yhdet synttärit, muistisuunnistusta Haagassa ja auton siirtäminen.",
2014-09-19,8,Orienteering,,,00:31:35,,,,,00:31:35,,4.976,60.0,4.0,,,,,,,,,,,,INOV-8 OROC-280,,"Aamuharjoitus lähimetsässä.

http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=331",
2014-09-20,13,Orienteering,,,00:23:16,,,,,00:23:16,,3.873,92.0,4.0,,,,,,,,,,,,INOV-8 OROC-280,,"Viimeistely SM-viestiin. Ennen paukkua sain tietää että aloituspätkää ois huomenna. Siksi kuvittelin vetäväni letkaa. Aika vanhoja pitää ukkojen olla etteivät huomenna tule ohi. 

Doman vetäsin vahingossa eilisen päälle, mutta näitä sattuu digitaalimaailmassa:

http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=331",
2014-09-21,11,Orienteering,,,00:43:41,,,,,,00:43:41,6.0,74.0,5.0,,,,,,,,,,,,INOV-8 OROC-280,,"SM-viesti Nastolassa. Hyvät juoksut kaikilta. Vajaat kolme minuuttia mitaliin. Hyvin roikuin mukana ja vielä lopussa tein hyvän oman ratkaisun, joka kuitenkin päättyi viimeisellä ""suunnistusrastilla"" reilun minuutin virheeseen. Voi ku ehtis harjotella.

Tulokset: http://users.kymp.net/timoharju/TP/SMvR214_tu.htm
Doma: http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=332",
2014-09-23,20,Orienteering,,,00:56:37,,,,,00:40:37,00:16:00,9.039,168.0,4.28,,,,,,,,,,,,INOV-8 OROC-280,,"Yöreeni Espoorasteilla Leppävaarassa. Unohtu kompassit kotiin, niin meni näpertelyksi. Ihan hyvä sillä vaan yksi isompi yli minuutin pummi tuli. Silmät vuoti vettä ja viikonloppu painoi jaloissa, mutta kyllä vielä tullaan lauantaina. Matkana näytti siellä olevan vain reilu 8km.

doma: http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=341",
2014-09-24,,Note,,,,,,,,,,,,,,,,,,,,,1,,,,,"Velipoika vinkkasi XXL-kaupan avajaisista itiksessä ja sinne lähdettiin pojan kanssa heti aamulla. En oo koskaan käynyt edes hulluilla päivillä ja jonottamisestakin oon vaan lukenu kirjoista neuvostoliitossa, mutta nyt tuli koettua se kotosuomessa. Eka 1.15 sisälle, josta 20 minsaa viimassa. Sitten vartti ostoskelua ja 45 minsaa kassajonossa. JA kaupassa myyjiä oli enemmän kuin asiakkaita, mutta MIKÄÄN ei vaan toiminut. Vittuilivat siinä kun yritin pitää sätkivää ja huutavaa lasta sylissä. Selkä ihan paskana ja hermot. kotiin ostin kahdet 90 sentin rukkaset. Ei ikinä tuohon kauppaan ja aina vaan kaikki netistä. enkä ollut ainoa jolta meni hermot.",
2014-09-25,,Note,,,,,,,,,,,,,,,,,,,,,1,,,,,selkä ei oo häävi,
2014-09-26,21,Orienteering,,,00:19:48,,,,00:19:48,,,2.539,40.0,3.0,,,,,,,,,,,,VJ Bold -11,,"Viimeistelyharjoitus lähikallioilla. Keskittyminen ei ihan rautaa, koska hieman hutera olo kaikesta koodaamisesta ja silmät aristi kirkasta valoa. Sai myös vähän varoa ettei hyppää jonkun kodittoman päälle jyrkänteeltä. Selkä vielä kipeä keskiviikon jonotuksesta. Boldit on hyvät kengät juosta metsässä. Inovit tuntuu tarralenkkareilta niihin verrattuna.",
2014-09-27,21,Orienteering,race,,01:19:00,,,,,,01:19:00,8.3,171.0,5.0,,,,,,,,,,,,INOV-8 OROC-280,,"Sm-yö Tanhuvaarassa Savonlinnassa. Nyt oli liian paha maasto mun kunnolle. Ehkä menneen viikon liian tehot söi ne pienet pohjatkin, sillä heti ykkösvälillä tuntui ettei tänään pysty yhtä hyökkäämään. Maasto oli niin risukkoista ja pusikkoa että tällä notkeudella olin aivan pulassa vaikka rastit löytyivätkin. kahdella helpoilla rastilla pikku virheet.

http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=345",
2014-10-01,20,Running,,,01:17:15,,,,,01:17:15,,17.159,190.0,4.0,,,,,,,,,,,,Nike Wildhorse 2,,iltalenkki velipojan kanssa. Yllättävän hyväkuntoinen vaikka vasta toipumassa solisluuoperaatiosta.  Kisat painoi vielä.,
2014-10-17,21,games,,,00:45:00,,,,00:45:00,,,,,3.0,,,,,,,,,,,,,,"Sulkapalloa velipojan kanssa. Hävisin kaikki 5 erää. Toinen voittaa juoksussa, toinen peleissä. 

 <video width=""640"" height=""480"" controls>
  <source src=""http://koti.kapsi.fi/~muuankarski/video/VID_20141017_212456773.mp4"" type=""video/mp4"">
Your browser does not support the video tag.
</video> 

",
2014-12-23,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,lentsu alkaa,
2015-01-03,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,"lentsua edelleen.

ja töitä. kohta lopetan työnteon ja sairastamisen ja alotan reenit.",
2015-02-24,,walking,,,04:00:00,,,,04:00:00,,,25.0,,3.0,,,,,,,,,,,,,,"Aika paljon tullut käveltyä viime päivinä. Btw, aamupaino oli 70.2 sunnuntaina. Ollaan tultu SM-yöstä viis kiloa alas käymättä kertaakaan lenkillä.

Josko saisin tällä viikolla oikein satelliittidataa ladattua juoksulenkiltä. Saas kattoa.",
2015-03-07,10,cycling,,,01:14:58,,,01:14:58,,,,20.465,167.0,2.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,"Eka kuntoilulenkki sitten SM-yön. Tarkoituksena oli ajaa <a href=""http://fi.wikipedia.org/wiki/Via_Appia"">Via Appia Anticaa</a> ja sitten hapuilla jotain reittiä jokeen tukien takaisin.

Tie oli aikamoinen mukulakiviränni, jota tykitti loppumaton letka autoja ja turistibusseja. Vaikka on paksut kumet ja uus teräsrunko, niin aika tavalla rynkytti.

Ja oon kyllä huonossa kunnossa. Vapun suunnistuskisoihin ois reilu kuukausi. Täytyy alkaa kyllä viikoittain käymään lenkillä.

<h2>Pari kuvaa</h2>

<img src=""http://koti.kapsi.fi/~muuankarski/rooma/kuvat/appia1.jpg""/>

<img src=""http://koti.kapsi.fi/~muuankarski/rooma/kuvat/appia2.jpg""/>",
2015-03-07,19,cycling,,,00:41:42,,,,,00:41:42,,15.768,105.0,4.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,Reippaampi iltaveto ensin vastavirtaan ja vastatuuleen joen penkalla ja sitten paria tuntia myöhemmin luotisuoraan keskustan läpi. Erityisesti suosittelen katsomaan paluumatkan suorituskykyarvoja.,
2015-03-07,14,cycling,,,01:10:00,,,,01:10:00,,,22.0,,3.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,"päivälenkki joenrantaan, vatikaanin ympäri ja tutkimaan pamphili 
puistoa ja sen naapurustoja. ",
2015-03-08,8,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""https://www.youtube.com/watch?v=752TkWQ1Rag&feature=youtu.be"">BOYS OF YOGA Documentary Short //// The Truth </a>",
2015-03-10,8,Running,,,00:55:00,,,,00:55:00,,,10.0,,3.0,,,,,,,,,,,,Nike Wildhorse 2,,Hiippailin Monteverdin kulmilla. Ei hullummat kulmat ja juoksun koko matkan,
2015-03-14,13,cycling,,,00:11:13,00:11:13,,,,,,4.642,57.0,0.0,,,,,,,,,,,,Bullitt cargo,,Laitoin Bullittiin sähköt ja tässä käyrä kun vedin pelkällä sähköllä musiikkitalolta kotiin isojen mäkien yli. 1200w on enemmän ku mihin ite pystyy.,
2015-03-18,19,cycling,,,00:42:50,,,00:42:50,,,,14.68,132.0,2.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,Ilta-ajelua. Kun sain kotoa satelliittikellon mukaan ja tuli se ladattua. Nyt vois periaatteessa käydä ihan juoksemassa ajan kanssa.,
2015-03-19,18,cycling,,,01:11:33,,,01:11:33,,,,19.792,193.0,2.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,"Caffarellon puiston ja lähinaapurustojen tutkimista, josko sinne muuttais. Tuo puisto oli maatalousmaastoa, tosin ihan pimeässä piene usb-valon kanssa harhailin. Lampaita, kumpuilevaa pusikkoista maastoa ja siellä täällä temppeleitä tms. muistuttavia kivikasoja. Ja maan alla <a href=""http://fi.wikipedia.org/wiki/Rooman_katakombit"">katakombeja</a>. Vähän kalmanhajuista seutua kaikenkaikkiaan. ",
2015-03-22,9,Running,,,00:44:30,,,,00:44:30,,,8.305,128.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,"Kävin hakemassa kännykän laturin töistä JUOSTEN. Sattuikin olemaan <a href=""http://www.maratonadiroma.it/"">Rooman marathoni</a> ja juoksin joen vartta ~4.30 ryhmän, jonka vauhti oli minulle sopivaa. Skouttasin hyviä pyöräreittejä keskustaan täältä monteverdestä, jos vaikka jonnekin tänne asettuis. Isoja on mäet, mutta onneksi fillareihin saa elektron.

Jaa, no ei se oo ku 60metrin penkka tuosta joelta.",
2015-03-24,8,cycling,,,00:13:24,,,,00:13:24,,,4.215,68.0,3.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,Työmatkan profiilia asuinpaikkaoptimoinnin tueksi. Paitahihasillaan vetelin.,
2015-03-24,22,cycling,,,00:16:49,,,,00:16:49,,,4.753,84.0,3.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,heikompikuntonen ois tarvinnu vaihteet ja kevyemmän repun. paitahihasillaan jo tarkenee,
2015-03-26,19,Running,,,00:44:43,,,,00:44:43,,,9.028,135.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,"Suoraviivanen juoksulenkki. Ilta oli jo pimentynyt kun pääsin jalkeille mutta <a href=""http://en.wikipedia.org/wiki/Villa_Doria_Pamphili"">Pamphilin puiston</a> portit oli vielä auki ja pääsin livahtamaan sisään. Erinomainen treenipaikka kuten kartoista (<a href=""http://koti.kapsi.fi/~muuankarski/rooma/suunnistuskartat/villa_pamphill2.jpg"">itä</a> ja <a href=""http://koti.kapsi.fi/~muuankarski/rooma/suunnistuskartat/villa_pamphill.jpg"">länsi</a> näkyy. Vappuna näillä rinteillä testataan myös apsun kevätkunto.",
2015-03-28,,cycling,,,01:40:00,,,,01:40:00,,,35.0,,3.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,"Euroma2 ostoskeskuksen sekä <a href=""http://fi.wikipedia.org/wiki/Esposizione_Universale_di_Roma"">EUR</a>:n alueella harhailua. Kaikki trial-taidot pelissä koko ajan. Motareilla reikiä tiessä ja 30 sentin kivetykset joka paikkaan. Hankin pidemmille matkoille helikopterin jos asun täällä pidempään.",
2015-03-29,19,Running,,,01:21:00,,,,01:21:00,,,15.88,226.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,"Lenkit vaan pitenee. Kesäajan myötä myös puiston portit pidettiin tuntia pidempään auki ja juostua lajinomaisissa olosuhteissa kunnon lenkin. Nyt täytyy keskittyä hetki notkeuteen ja lihashuoltoon, tän kestävyyspuolen saa sitten viikossa riittävälle tasolle.",
2015-03-29,11,cycling,,,01:20:00,,,,01:20:00,,,30.0,,3.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,"<a href=""http://koti.kapsi.fi/~muuankarski/rooma/suunnistuskartat/borghese.jpg"">Villa Borghesen</a> ja <a href=""http://koti.kapsi.fi/~muuankarski/rooma/suunnistuskartat/villa_ada2.jpg"">Villa Adan</a> seutujen katsastamista. Hienot oli seudut, Villa Adassa vallitseva maastotyyppi Teerijärveltä tuttua pusikkoa. Borghesessa puolestaan taas hyvin sliipattua ja joka jannulla nippu selfie-tikkuja myynnissä",
2015-04-13,,Running,,,00:40:00,,,,00:40:00,,,7.5,,3.0,,,,,,,,,,,,Nike Wildhorse 2,,"Perheen loma ja kaikenlaiset siihen liittyvät järjestelyt haitanneet kauden toisen juoksulenkin toimeenpanoa. Nyt illalla oli rakonen ja kävin kokeilemassa. Vanha jalkavaiva ilmoittelee kaiken töissä istumisen jälkeen taas, mutta pääsin juoksujalkaa takaisin kämpille. Hirveän heikkoa oli enkä tiedä millä keinoa pääsen vapun kisoihin mennessä kuntoon.",
2015-04-18,13,cycling,,,04:55:00,,,,04:55:00,,,115.047,777.0,3.0,,,,,,,,,,,,SurlyStraggler s-speed 39*17,,"Täällä kitistiin määrästä niin aloin lappaamaan. Sippasin kahdesti mutta maaliin tulin hyvissä voimin. Kylältä pikkutielle pääseminen on vähän hankalampaa ku Karjaalla. <a href=""http://fi.wikipedia.org/wiki/Castel_Gandolfo"">Castel Gandolfo</a> oli komia paikka. Tuli Billnäs tai Patana mieleen.",
2015-04-19,,Running,,,,,,,,,,,,0.0,,,,,,,,,,,,Nike Wildhorse 2,,"lisäsin kellosta datan tuohon alapuolelle

Lähdin kokeilemaan josko jaksaisin vielä juosta. 8 kilsan kohdalla meno parani, lopussa vähän hyytyi. yritin juosta vähän runkonopeuden alle. pitäis varmaan juosta vielä hitaammin ja tasaisemmilla. tai ylipäätään juosta.",
2015-04-19,18,Running,,,01:09:48,,,,01:09:48,,,13.868,229.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,,
2015-04-22,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,tulin sairaaksi. törkeä pääkipu,
2015-04-23,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,olen sairaana. onneksi ei ole kuntoa mikä voisi heiketä,
2015-04-26,20,Running,,,00:39:35,,,00:39:35,,,,7.011,148.0,2.0,,,,,,,,,,,,Nike Wildhorse 2,,"Kokeilin lopettaa sairastamisen pienellä hölkällä. Sen verran jaksoin että uskallan mennä rasitusekg:hen viikolla. Tarvii todistuksen että pääsee ens viikonloppuna viivalle kun on <a href=""http://www.romeorimeeting.net/"">Rome Orienteering Meeting!</a>",
2015-05-01,15,Orienteering,race,,00:30:52,,,,,00:30:52,,4.8,41.0,4.0,,,,,,,,,,,,Nike Wildhorse 2,,"Eka kisa. Pintakaasulla reilu minuutti kärkeen. No oikeesti vedin minkä pystyin. Huomenna metsään ja kärki kiinni.

Huipuillakin oli paikoin ahdasta. Roomalaisilta puuttui kunnioitusta huippusuunnistusta kohtaan.

<img src=""https://igcdn-photos-f-a.akamaihd.net/hphotos-ak-xpf1/t51.2885-15/11189537_642340482564061_643283611_n.jpg"" width=""500px""/>",
2015-05-02,10,Orienteering,,,00:40:27,,,,,00:40:27,,5.777,93.0,4.0,,,,,,,,,,,,INOV-8 OROC-280,,"Karmea virhe. Nimittäin en ottanut rastimääritettä ja metsässä joka polunhaarassa oli rasti. Ja pummasin vielä ykkösellä rajusti ja sitten pummasin myös parilla muulla. Huiput ei törttöile vaan tulee  <a href=""https://instagram.com/p/2LPKJjAfLO/"">keulaan</a>",
2015-05-03,9,Orienteering,,,00:26:46,,,,,,00:26:46,4.2,101.0,5.0,,,,,,,,,,,,INOV-8 OROC-280,,Kolmas kisa kotimaastossa Villa Pamphilissa. Otettiin AP:n kanssa osakilpailuvoitot ja Ari-Pekka samalla vei myös eliitin kokonaiskisan. Jäi hyvä maku ja täytyy nyt aloittaa harjoittelu roomalaissuunnistajien yhteislenkeillä.,
2015-05-06,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"<a href=""http://muuankarski.kapsi.fi/kartat/index.php?user=Markus&categoryID=1&year=2015&filter=Rome&displayMode=overviewMap"">Rooman kisakartat Domassa</a>",
2015-05-07,19,Running,,,00:53:23,,,,00:53:23,,,10.038,175.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,"Löysä iltalenkki pitkän työpäivän päätteeksi. Viikonlopun kisaputki painoi vielä jaloissa, etenkin oikea takareisi oli vähän kireä. Samoin kaikki muutkin lihakset, paitsi hermot ei ollu. Upea paikka Pamphilin puisto juosta ja päivän +31 olis sopivasta jäähtynyt parilla asteella. Viikonloppuna <a href=""https://goo.gl/maps/SXvLT"">vuorille kisoihin.</a>",
2015-05-09,15,Running,,,01:23:33,,,00:30:00,00:30:00,00:23:33,,14.317,603.0,2.92,,,,,,,,,,,,Nike Wildhorse 2,,"Holkkä Monte Autoren huipulle. Lähtöpaikkakin kun oli korkealla, niin melko hidasta tassuttamista oli juoksu. Alamäkeen tuli kevyemmin  ja täytyy kehua nike wildhorse lenkkareiden märkäpitoa. Erinomaisen komeat maisemat.

<img src=""https://igcdn-photos-f-a.akamaihd.net/hphotos-ak-xaf1/t51.2885-15/11236021_1631388747080637_1266385215_n.jpg""/>",
2015-05-10,10,Orienteering,race,,00:56:27,,,,,,00:56:27,7.0,239.0,5.0,,,,,,,,,,,,INOV-8 OROC-280,,"Täysillä vedin, mutta silti pummasin. PAri harmittavaa rastiympyräkohellusta ja yksi isompi koukku. Oli hieno maasto, rata ja sää. Palkintoina oli viiniä formuloiden tapaan, mutta jäin niukasti pallilta.

http://muuankarski.kapsi.fi/kartat/show_map.php?user=Markus&map=33",
2015-05-10,8,Running,,,00:00:15,,,,00:00:15,,,3.0,,3.0,,,,,,,,,,,,Nike Wildhorse 2,,Oikea aamulenkki tiomilan tulosten selvittyä. ,
2015-05-17,20,Running,,,00:26:09,,,,00:26:09,,,4.998,68.0,3.0,,,,,,,,,,,,Nike Wildhorse 2,,Laiska iltalenkki. Menee työhommat juoksuhommien edelle ny.,
